"Year","State","County ID","State / County Name","All Ages SAIPE Poverty Universe","All Ages in Poverty Count","All Ages in Poverty Count LB 90%","All Ages in Poverty Count UB 90%","90% Confidence Interval (All Ages in Poverty Count)","All Ages in Poverty Percent","All Ages in Poverty Percent LB 90%","All Ages in Poverty Percent UB 90%","90% Confidence Interval (All Ages in Poverty Percent)","Under Age 18 SAIPE Poverty Universe","Under Age 18 in Poverty Count","Under Age 18 in Poverty Count LB 90%","Under Age 18 in Poverty Count UB 90%","90% Confidence Interval (Under Age 18 in Poverty Count)","Under Age 18 in Poverty Percent","Under Age 18 in Poverty Percent LB 90%","Under Age 18 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 18 in Poverty Percent)","Ages 5 to 17 in Families SAIPE Poverty Universe","Ages 5 to 17 in Families in Poverty Count","Ages 5 to 17 in Families in Poverty Count LB 90%","Ages 5 to 17 in Families in Poverty Count UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count)","Ages 5 to 17 in Families in Poverty Percent","Ages 5 to 17 in Families in Poverty Percent LB 90%","Ages 5 to 17 in Families in Poverty Percent UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent)","Under Age 5 SAIPE Poverty Universe","Under Age 5 in Poverty Count","Under Age 5 in Poverty Count LB 90%","Under Age 5 in Poverty Count UB 90%","90% Confidence Interval (Under Age 5 in Poverty Count)","Under Age 5 in Poverty Percent","Under Age 5 in Poverty Percent LB 90%","Under Age 5 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 5 in Poverty Percent)","Median Household Income in Dollars","Median Household Income in Dollars LB 90%","Median Household Income in Dollars UB 90%","90% Confidence Interval (Median Household Income in Dollars)"
"1999","12","12119","Sumter County (FL)","47,197","6,789","5,120","8,458","5,120 to 8,458","14.4","10.8","17.9","10.8 to 17.9","8,512","2,217","1,687","2,746","1,687 to 2,746","26.0","19.8","32.3","19.8 to 32.3","6,158","1,634","1,197","2,071","1,197 to 2,071","26.5","19.4","33.6","19.4 to 33.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$30,090","$28,003","$32,332","$28,003 to $32,332"
"1998","12","12119","Sumter County (FL)","38,155","7,339","5,783","8,894","5,783 to 8,894","19.2","15.2","23.3","15.2 to 23.3","9,760","2,759","2,078","3,439","2,078 to 3,439","28.3","21.3","35.2","21.3 to 35.2","7,262","2,292","1,679","2,905","1,679 to 2,905","31.6","23.1","40.0","23.1 to 40.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$27,360","$24,262","$30,440","$24,262 to $30,440"
"1997","12","12119","Sumter County (FL)","NA","7,922","6,209","9,636","6,209 to 9,636","21.4","16.8","26.0","16.8 to 26.0","NA","3,076","2,333","3,818","2,333 to 3,818","32.6","24.7","40.5","24.7 to 40.5","NA","2,259","1,680","2,838","1,680 to 2,838","32.0","23.8","40.2","23.8 to 40.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$25,601","$22,504","$28,680","$22,504 to $28,680"
"1996","12","12119","Sumter County (FL)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1995","12","12119","Sumter County (FL)","NA","7,790","6,183","9,397","6,183 to 9,397","22.4","17.8","27.0","17.8 to 27.0","NA","3,131","2,460","3,802","2,460 to 3,802","35.7","28.1","43.4","28.1 to 43.4","NA","2,192","1,709","2,675","1,709 to 2,675","33.9","26.4","41.3","26.4 to 41.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$24,024","$20,875","$27,156","$20,875 to $27,156"
"1993","12","12119","Sumter County (FL)","NA","7,015","5,598","8,432","5,598 to 8,432","21.7","17.3","26.1","17.3 to 26.1","NA","2,651","2,098","3,204","2,098 to 3,204","32.9","26.0","39.7","26.0 to 39.7","NA","1,747","1,358","2,136","1,358 to 2,136","29.9","23.2","36.6","23.2 to 36.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$20,055","$17,756","$22,341","$17,756 to $22,341"
"1989","12","12119","Sumter County (FL)","NA","5,977","4,778","7,176","4,778 to 7,176","19.7","15.7","23.6","15.7 to 23.6","NA","2,367","1,869","2,866","1,869 to 2,866","33.8","26.7","41.0","26.7 to 41.0","NA","1,533","1,183","1,883","1,183 to 1,883","30.3","23.4","37.2","23.4 to 37.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$17,208","$14,954","$19,449","$14,954 to $19,449"
"2017","12","12121","Suwannee County (FL)","40,948","8,299","6,497","10,101","6,497 to 10,101","20.3","15.9","24.7","15.9 to 24.7","9,104","2,728","2,061","3,395","2,061 to 3,395","30.0","22.7","37.3","22.7 to 37.3","6,679","1,884","1,384","2,384","1,384 to 2,384","28.2","20.7","35.7","20.7 to 35.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,144","$41,156","$47,132","$41,156 to $47,132"
"2016","12","12121","Suwannee County (FL)","40,442","8,244","6,449","10,039","6,449 to 10,039","20.4","16.0","24.8","16.0 to 24.8","8,991","2,702","2,061","3,343","2,061 to 3,343","30.1","23.0","37.2","23.0 to 37.2","6,571","1,914","1,444","2,384","1,444 to 2,384","29.1","22.0","36.2","22.0 to 36.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,572","$36,805","$44,339","$36,805 to $44,339"
"2015","12","12121","Suwannee County (FL)","40,199","9,499","7,668","11,330","7,668 to 11,330","23.6","19.0","28.2","19.0 to 28.2","9,090","3,202","2,595","3,809","2,595 to 3,809","35.2","28.5","41.9","28.5 to 41.9","6,543","2,224","1,738","2,710","1,738 to 2,710","34.0","26.6","41.4","26.6 to 41.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$37,368","$33,933","$40,803","$33,933 to $40,803"
"2014","12","12121","Suwannee County (FL)","40,413","9,559","7,490","11,628","7,490 to 11,628","23.7","18.6","28.8","18.6 to 28.8","9,224","3,060","2,359","3,761","2,359 to 3,761","33.2","25.6","40.8","25.6 to 40.8","6,609","2,112","1,608","2,616","1,608 to 2,616","32.0","24.4","39.6","24.4 to 39.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,177","$35,104","$41,250","$35,104 to $41,250"
"2013","12","12121","Suwannee County (FL)","40,249","9,896","8,172","11,620","8,172 to 11,620","24.6","20.3","28.9","20.3 to 28.9","9,150","3,429","2,799","4,059","2,799 to 4,059","37.5","30.6","44.4","30.6 to 44.4","6,531","2,230","1,743","2,717","1,743 to 2,717","34.1","26.6","41.6","26.6 to 41.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$35,666","$32,489","$38,843","$32,489 to $38,843"
"2012","12","12121","Suwannee County (FL)","40,278","11,303","9,728","12,878","9,728 to 12,878","28.1","24.2","32.0","24.2 to 32.0","9,342","3,863","3,278","4,448","3,278 to 4,448","41.4","35.1","47.7","35.1 to 47.7","6,659","2,603","2,175","3,031","2,175 to 3,031","39.1","32.7","45.5","32.7 to 45.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$34,434","$31,192","$37,676","$31,192 to $37,676"
"2011","12","12121","Suwannee County (FL)","40,450","9,989","8,394","11,584","8,394 to 11,584","24.7","20.8","28.6","20.8 to 28.6","9,366","3,413","2,794","4,032","2,794 to 4,032","36.4","29.8","43.0","29.8 to 43.0","6,667","2,403","1,946","2,860","1,946 to 2,860","36.0","29.1","42.9","29.1 to 42.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$34,947","$31,610","$38,284","$31,610 to $38,284"
"2010","12","12121","Suwannee County (FL)","39,974","8,366","6,614","10,118","6,614 to 10,118","20.9","16.5","25.3","16.5 to 25.3","9,201","2,757","2,098","3,416","2,098 to 3,416","30.0","22.8","37.2","22.8 to 37.2","6,575","1,824","1,362","2,286","1,362 to 2,286","27.7","20.7","34.7","20.7 to 34.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,259","$37,439","$41,079","$37,439 to $41,079"
"2009","12","12121","Suwannee County (FL)","39,274","7,749","6,167","9,330","6,167 to 9,330","19.7","15.7","23.8","15.7 to 23.8","8,982","2,736","2,130","3,341","2,130 to 3,341","30.5","23.7","37.2","23.7 to 37.2","6,319","1,822","1,397","2,247","1,397 to 2,247","28.8","22.1","35.6","22.1 to 35.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$34,372","$31,041","$37,703","$31,041 to $37,703"
"2008","12","12121","Suwannee County (FL)","39,129","7,783","6,387","9,178","6,387 to 9,178","19.9","16.3","23.5","16.3 to 23.5","8,683","2,382","1,911","2,853","1,911 to 2,853","27.4","22.0","32.9","22.0 to 32.9","6,107","1,543","1,207","1,879","1,207 to 1,879","25.3","19.8","30.8","19.8 to 30.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$34,427","$31,210","$37,644","$31,210 to $37,644"
"2007","12","12121","Suwannee County (FL)","38,833","6,930","5,512","8,347","5,512 to 8,347","17.8","14.2","21.5","14.2 to 21.5","8,682","2,338","1,801","2,876","1,801 to 2,876","26.9","20.7","33.1","20.7 to 33.1","6,113","1,494","1,129","1,859","1,129 to 1,859","24.4","18.5","30.4","18.5 to 30.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,054","$33,479","$38,629","$33,479 to $38,629"
"2006","12","12121","Suwannee County (FL)","38,793","7,026","5,610","8,441","5,610 to 8,441","18.1","14.5","21.8","14.5 to 21.8","8,712","2,278","1,822","2,734","1,822 to 2,734","26.1","20.9","31.4","20.9 to 31.4","6,110","1,467","1,142","1,792","1,142 to 1,792","24.0","18.7","29.3","18.7 to 29.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$32,847","$30,138","$35,556","$30,138 to $35,556"
"2005","12","12121","Suwannee County (FL)","37,770","6,598","5,359","7,836","5,359 to 7,836","17.5","14.2","20.7","14.2 to 20.7","8,707","2,127","1,669","2,586","1,669 to 2,586","24.4","19.2","29.7","19.2 to 29.7","6,204","1,475","1,136","1,814","1,136 to 1,814","23.8","18.3","29.2","18.3 to 29.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$33,114","$30,238","$35,989","$30,238 to $35,989"
"2004","12","12121","Suwannee County (FL)","38,012","5,805","4,488","7,121","4,488 to 7,121","15.3","11.8","18.7","11.8 to 18.7","8,857","1,883","1,394","2,372","1,394 to 2,372","21.3","15.7","26.8","15.7 to 26.8","6,215","1,263","886","1,640","886 to 1,640","20.3","14.3","26.4","14.3 to 26.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$31,744","$29,812","$33,802","$29,812 to $33,802"
"2003","12","12121","Suwannee County (FL)","37,042","6,106","4,738","7,474","4,738 to 7,474","16.5","12.8","20.2","12.8 to 20.2","8,619","2,143","1,609","2,677","1,609 to 2,677","24.9","18.7","31.1","18.7 to 31.1","6,095","1,489","1,070","1,908","1,070 to 1,908","24.4","17.6","31.3","17.6 to 31.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$29,523","$27,722","$31,442","$27,722 to $31,442"
"2002","12","12121","Suwannee County (FL)","36,117","6,092","4,726","7,458","4,726 to 7,458","16.9","13.1","20.7","13.1 to 20.7","8,481","1,897","1,429","2,364","1,429 to 2,364","22.4","16.9","27.9","16.9 to 27.9","5,989","1,391","1,005","1,777","1,005 to 1,777","23.2","16.8","29.7","16.8 to 29.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$28,756","$26,845","$30,804","$26,845 to $30,804"
"2001","12","12121","Suwannee County (FL)","35,474","6,207","4,858","7,556","4,858 to 7,556","17.5","13.7","21.3","13.7 to 21.3","8,389","2,126","1,621","2,631","1,621 to 2,631","25.3","19.3","31.4","19.3 to 31.4","5,925","1,478","1,076","1,880","1,076 to 1,880","24.9","18.2","31.7","18.2 to 31.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$28,907","$26,994","$30,956","$26,994 to $30,956"
"2000","12","12121","Suwannee County (FL)","34,861","5,684","4,479","6,889","4,479 to 6,889","16.3","12.8","19.8","12.8 to 19.8","8,406","2,003","1,555","2,451","1,555 to 2,451","23.8","18.5","29.2","18.5 to 29.2","5,937","1,373","1,025","1,721","1,025 to 1,721","23.1","17.3","29.0","17.3 to 29.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$30,044","$27,894","$32,358","$27,894 to $32,358"
"1999","12","12121","Suwannee County (FL)","34,333","5,392","4,180","6,604","4,180 to 6,604","15.7","12.2","19.2","12.2 to 19.2","8,324","1,956","1,494","2,418","1,494 to 2,418","23.5","17.9","29.1","17.9 to 29.1","5,957","1,411","1,039","1,783","1,039 to 1,783","23.7","17.4","29.9","17.4 to 29.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$28,476","$26,669","$30,406","$26,669 to $30,406"
"1998","12","12121","Suwannee County (FL)","32,961","5,588","4,432","6,744","4,432 to 6,744","17.0","13.4","20.5","13.4 to 20.5","9,246","2,254","1,724","2,784","1,724 to 2,784","24.4","18.6","30.1","18.6 to 30.1","7,169","1,789","1,329","2,249","1,329 to 2,249","25.0","18.5","31.4","18.5 to 31.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$27,229","$24,191","$30,252","$24,191 to $30,252"
"1997","12","12121","Suwannee County (FL)","NA","5,893","4,655","7,131","4,655 to 7,131","18.2","14.4","22.0","14.4 to 22.0","NA","2,327","1,787","2,868","1,787 to 2,868","25.6","19.7","31.6","19.7 to 31.6","NA","1,738","1,308","2,168","1,308 to 2,168","24.5","18.4","30.5","18.4 to 30.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$26,070","$23,009","$29,115","$23,009 to $29,115"
"1996","12","12121","Suwannee County (FL)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1995","12","12121","Suwannee County (FL)","NA","6,127","4,871","7,383","4,871 to 7,383","19.1","15.2","23.0","15.2 to 23.0","NA","2,605","2,030","3,181","2,030 to 3,181","28.4","22.1","34.6","22.1 to 34.6","NA","1,832","1,411","2,253","1,411 to 2,253","25.8","19.9","31.8","19.9 to 31.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$25,175","$22,122","$28,212","$22,122 to $28,212"
"1993","12","12121","Suwannee County (FL)","NA","5,697","4,562","6,831","4,562 to 6,831","19.3","15.5","23.2","15.5 to 23.2","NA","2,226","1,761","2,691","1,761 to 2,691","26.5","21.0","32.1","21.0 to 32.1","NA","1,441","1,119","1,763","1,119 to 1,763","22.6","17.6","27.7","17.6 to 27.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$21,782","$19,491","$24,060","$19,491 to $24,060"
